2021-02-25 21:27:09.632763,210.47,0.01,92.17,9864.07,22.07,0.0,2.96,0.0,0.0,0.0
2021-02-25 21:27:59.415726,221.93,0.01,96.96,10043.01,25.14,0.0,3.19,0.0,0.0,0.0
2021-02-25 21:28:02.419958,222.08,0.01,97.04,10054.79,25.14,0.0,3.2,0.0,0.0,0.0
2021-02-25 21:28:05.425239,222.28,0.01,97.19,10066.5,25.14,0.0,3.21,0.0,0.0,0.0
2021-02-25 21:28:08.429232,222.44,0.01,97.25,10078.23,25.14,0.0,3.22,0.0,0.0,0.0
2021-02-25 21:28:11.433956,222.66,0.01,97.33,10089.98,25.14,0.0,3.23,0.0,0.0,0.0
2021-02-25 21:28:14.439221,223.1,0.01,97.57,10101.26,25.14,0.0,3.24,0.0,0.0,0.0
2021-02-25 21:28:17.444539,224.11,0.01,97.92,10111.8,25.14,0.0,3.24,0.0,0.0,0.0
2021-02-25 21:28:20.448937,225.83,0.01,98.72,10121.34,25.14,0.0,3.25,0.0,0.0,0.0
2021-02-25 21:28:23.454411,226.35,0.01,98.91,10132.56,25.15,0.0,3.25,0.0,0.0,0.0
2021-02-25 21:28:26.459739,228.47,0.01,99.68,10141.57,25.15,0.0,3.27,0.0,0.0,0.0
2021-02-25 21:28:29.463949,229.86,0.01,100.1,10151.75,25.15,0.0,3.29,0.0,0.0,0.0
2021-02-25 21:28:32.469223,230.57,0.01,100.29,10162.78,25.16,0.0,3.29,0.0,0.0,0.0
2021-02-25 21:28:35.474114,231.61,0.01,100.7,10173.23,25.17,0.0,3.33,0.0,0.0,0.0
2021-02-25 21:28:38.479454,232.29,0.01,100.9,10184.36,25.17,0.0,3.35,0.0,0.0,0.0
2021-02-25 21:28:41.483557,232.83,0.01,101.16,10195.52,25.17,0.0,3.38,0.0,0.0,0.0
2021-02-25 21:28:44.487715,233.5,0.01,101.4,10206.54,25.17,0.0,3.4,0.0,0.0,0.0
2021-02-25 21:28:47.493335,233.64,0.01,101.53,10218.3,25.17,0.0,3.41,0.0,0.0,0.0
2021-02-25 21:28:50.498186,233.81,0.01,101.59,10230.08,25.17,0.0,3.42,0.0,0.0,0.0
2021-02-25 21:28:53.503468,234.13,0.01,101.67,10241.61,25.18,0.0,3.43,0.0,0.0,0.0
2021-02-25 21:28:56.508758,234.31,0.01,101.72,10253.35,25.18,0.0,3.43,0.0,0.0,0.0
2021-02-25 21:28:59.514079,234.48,0.01,101.81,10265.12,25.18,0.0,3.43,0.0,0.0,0.0
2021-02-25 21:29:02.519537,234.63,0.01,101.91,10276.9,25.18,0.0,3.43,0.0,0.0,0.0
2021-02-25 21:35:14.506736,249.78,0.01,110.8,11737.43,25.25,0.0,3.69,0.0,0.0,0.0
2021-02-25 21:35:17.511273,249.83,0.01,110.8,11749.36,25.25,0.0,3.69,0.0,0.0,0.0
2021-02-25 21:37:46.358945,260.52,0.01,114.95,12327.92,25.54,0.0,4.05,0.0,0.0,0.0
2021-02-25 21:37:49.364508,260.69,0.01,114.98,12339.74,25.54,0.0,4.05,0.0,0.0,0.0
2021-02-25 21:37:52.370753,261.53,0.01,115.34,12350.43,25.55,0.0,4.07,0.0,0.0,0.0
2021-02-25 21:37:55.375370,262.18,0.01,115.51,12361.52,25.55,0.0,4.12,0.0,0.0,0.0
2021-02-25 21:37:58.381256,262.54,0.01,115.62,12372.98,25.55,0.0,4.12,0.0,0.0,0.0
2021-02-25 21:38:01.391850,262.92,0.01,115.85,12384.35,25.57,0.0,4.14,0.0,0.0,0.0
2021-02-25 21:38:04.398234,263.3,0.01,115.94,12395.82,25.58,0.0,4.14,0.0,0.0,0.0
2021-02-25 21:38:07.404009,263.61,0.01,116.09,12407.36,25.58,0.0,4.15,0.0,0.0,0.0
2021-02-25 21:38:10.410345,264.02,0.01,116.17,12418.77,25.59,0.0,4.15,0.0,0.0,0.0
2021-02-25 21:38:13.416018,265.65,0.01,116.81,12428.43,25.59,0.0,4.15,0.0,0.0,0.0
